Source file,Expressions Total,Expressions Entered,% Expressions Entered,Unreached Branches,Code Forms Total,Code Forms Covered,% Code Forms Covered,Functions Total,Functions Fully Covered,% Functions Fully Covered,Functions Partly Covered,% Functions Partly Covered,Functions Not Entered,% Functions Not Enteredalu/
home:Documents;Work;Repo;alu;src;spec;meta.lisp.newest,6,6,100.0%,6,100.0%,0,13,13,100.0%,3,3,100.0%,0,  0.0%,0,  0.0%
home:Documents;Work;Repo;alu;src;spec;package.lisp.newest,0,0,   --%,0,   --%,0,0,0,   --%,0,0,   --%,0,   --%,0,   --%
home:Documents;Work;Repo;alu;src;spec;storage.lisp.newest,32,17, 53.1%,14, 43.7%,2,65,35, 53.8%,9,5, 55.6%,1, 11.1%,3, 33.3%
home:Documents;Work;Repo;alu;src;spec;term-op.lisp.newest,26,26,100.0%,23, 88.5%,1,86,76, 88.4%,8,7, 87.5%,1, 12.5%,0,  0.0%
home:Documents;Work;Repo;alu;src;spec;term.lisp.newest,169,79, 46.7%,71, 42.0%,7,634,333, 52.5%,56,24, 42.9%,5,  8.9%,27, 48.2%
home:Documents;Work;Repo;alu;src;spec;type-op.lisp.newest,38,20, 52.6%,12, 31.6%,4,156,59, 37.8%,9,2, 22.2%,3, 33.3%,4, 44.4%
home:Documents;Work;Repo;alu;src;spec;type.lisp.newest,34,33, 97.1%,30, 88.2%,2,134,122, 91.0%,9,7, 77.8%,2, 22.2%,0,  0.0%
src/stack/
home:Documents;Work;Repo;alu;src;stack;package.lisp.newest,0,0,   --%,0,   --%,0,0,0,   --%,0,0,   --%,0,   --%,0,   --%
home:Documents;Work;Repo;alu;src;stack;stack.lisp.newest,103,102, 99.0%,96, 93.2%,4,425,401, 94.4%,19,15, 78.9%,4, 21.1%,0,  0.0%
src/stepper/
home:Documents;Work;Repo;alu;src;stepper;define.lisp.newest,4,4,100.0%,4,100.0%,0,56,56,100.0%,1,1,100.0%,0,  0.0%,0,  0.0%
home:Documents;Work;Repo;alu;src;stepper;package.lisp.newest,0,0,   --%,0,   --%,0,0,0,   --%,0,0,   --%,0,   --%,0,   --%
home:Documents;Work;Repo;alu;src;stepper;stepper.lisp.newest,255,220, 86.3%,204, 80.0%,12,1423,1211, 85.1%,52,37, 71.2%,6, 11.5%,9, 17.3%
src/typechecker/
home:Documents;Work;Repo;alu;src;typechecker;intro.lisp.newest,12,5, 41.7%,3, 25.0%,1,108,94, 87.0%,4,1, 25.0%,2, 50.0%,1, 25.0%
home:Documents;Work;Repo;alu;src;typechecker;package.lisp.newest,0,0,   --%,0,   --%,0,0,0,   --%,0,0,   --%,0,   --%,0,   --%
home:Documents;Work;Repo;alu;src;typechecker;size.lisp.newest,55,46, 83.6%,26, 47.3%,12,245,176, 71.8%,7,1, 14.3%,6, 85.7%,0,  0.0%
home:Documents;Work;Repo;alu;src;typechecker;typecheck.lisp.newest,371,311, 83.8%,246, 66.3%,75,2274,1674, 73.6%,33,18, 54.5%,15, 45.5%,0,  0.0%
home:Documents;Work;Repo;alu;src;typechecker;types.lisp.newest,38,36, 94.7%,29, 76.3%,7,383,180, 47.0%,38,12, 31.6%,6, 15.8%,20, 52.6%
home:Documents;Work;Repo;alu;src;typechecker;unifier.lisp.newest,135,104, 77.0%,75, 55.6%,32,929,555, 59.7%,13,6, 46.2%,6, 46.2%,1,  7.7%
src/util/
home:Documents;Work;Repo;alu;src;util;bit.lisp.newest,59,0,  0.0%,0,  0.0%,0,159,0,  0.0%,11,0,  0.0%,0,  0.0%,11,100.0%
home:Documents;Work;Repo;alu;src;util;package.lisp.newest,0,0,   --%,0,   --%,0,0,0,   --%,0,0,   --%,0,   --%,0,   --%
home:Documents;Work;Repo;alu;src;util;utils.lisp.newest,66,39, 59.1%,36, 54.5%,1,126,85, 67.5%,11,5, 45.5%,1,  9.1%,5, 45.5%
src/vampir/
